bname,build_year,floor_area,occupy,water_use,ws_ngas,ws_elec,site_eui
Multifamily,1958,187668,100,7759.8,0.6,834432.3,78.5
Multifamily,1958,187665,100,7615.9,0.7,807629.5,85.4
Multifamily,1900,123200,100,5180.3,0.4,885257.1,56.7
Other,2004,113700,100,1980.8,0.5,2355263.9,112.4
General Medical,1983,700000,100,44761.1,0,15345977.3,77.3
Office,1975,200000,100,5729.6,0.1,1596748.9,31.1
Multifamily,2007,122147,100,5483.7,1.9,1252006.3,213.8
Multifamily,1932,126940,100,5962.7,0.7,615100.4,87
Multifamily,1936,57460,95,2753.6,0.7,227299,75.3
Multifamily,2012,211306,100,8257.4,0.7,1393627.7,90.2
Facility,1920,60000,100,35740.7,0,65534.9,3.7
Multifamily,1927,205358,95,23909.5,1,4190015.7,143
Multifamily,1929,78000,100,6036.8,0.7,385496.4,81.3
Multifamily,1928,82000,100,5718.1,0.8,363503.1,92.3
Multifamily,2005,53968,100,11011.8,0.3,671492.8,74.3
Multifamily,1916,195924,100,15399.4,0.4,2032867.7,74.6
Multifamily,2002,55522,100,2087.1,0.1,412286.6,33.7
Multifamily,2006,88097,100,4667.8,3,564536,326.9
Multifamily,2003,130500,100,13293,0.9,1533484.2,120.9
Multifamily,2003,172270,100,8294.4,0.5,988331.4,68.5
Multifamily,2002,59400,100,3165.8,0.2,362659.6,41.3
Multifamily,1925,55550,100,5378.5,1,389089,128.5
Multifamily,1926,62900,100,5211.7,0.5,229982.2,79.9
Multifamily,1979,558085,100,64554.3,0.8,5009513,106.5
Education,1990,86580,100,3565.2,0.5,869347.7,84.2
Multifamily,1927,51796,100,4391.8,0.7,405722.2,91.9
Multifamily,1931,76514,100,5717.5,0.7,381846.3,90.9
Multifamily,1978,100479,100,7113.2,1.4,570398.4,155.4
Multifamily,2000,102000,100,7775,0.4,214918,41.5
Multifamily,2008,64150,95,3312.4,0.5,477179.4,71.2
Multifamily,2007,51770,100,2070.5,0.8,559022.3,118.7
Hotel,1901,55543,90,5506.1,1.4,1546025.2,229.9
Multifamily,2008,135575,100,4474.8,0.4,1073556.6,66.6
Multifamily,2012,337394,100,10005.8,0.3,3251256.1,62
Multifamily,1900,64423,100,2068.8,0.2,501790.5,43.8
Multifamily,2007,90260,100,4228.9,0.4,1043335.3,73.2
Multifamily,2009,140398,95,4669.3,0.4,1128823.3,62.5
Facility,1955,167000,100,30.5,0.1,112610.6,9.1
Multifamily,2012,213864,100,5772.6,0.4,1418386.4,59.8
Multifamily,1900,59982,100,1346.5,0,327585,18.6
Multifamily,2007,63731,100,2053.4,0.1,509982.7,34.1
Multifamily,2007,72906,100,1686.9,0,52841.2,4
Facility,1920,58050,100,260.7,0,165750.4,12.1
Multifamily,2007,77580,100,2509.8,0.2,119312.4,20.8
Multifamily,2011,61700,100,4246.7,0.1,592578.4,46.9
Multifamily,2007,365596,100,12910.6,0.4,3788375.5,76.1
Multifamily,2012,522607,100,9754.4,0.7,2243164.2,85.8
Multifamily,2007,150000,100,3325.7,0.5,1599038.3,82.9
Multifamily,2010,193407,100,4471.2,0.3,1365295.4,54.3
Multifamily,2015,114160,100,4485.3,0,526188.9,18.7
Multifamily,2009,159887,100,4311.8,0.4,1360210.6,65.9
Multifamily,1907,120582,100,3284.1,0.3,939112,57.9
Multifamily,2008,54698,95,1208.9,0.4,363263.5,58.4
Multifamily,1914,120130,100,3688.8,0.1,1115268.5,38.4
Multifamily,2005,59983,100,3084.6,0.8,336410.3,87.9
Multifamily,2005,72500,85,2580.8,0.3,505366,50.5
Multifamily,1900,61318,100,2010,0.5,689841.9,85.5
Multifamily,2013,108870,100,5273.2,0.3,397427.9,38.4
Facility,1868,360000,100,924.6,0,688799.9,7.1
Multifamily,2015,250000,100,9672.8,0.4,1257166.4,56.3
Multifamily,1994,77800,90,3221.9,0.8,320938.2,90.1
Facility,1971,123740,100,273.8,0.4,309985,43.6
Multifamily,1930,81110,100,7239.5,0.6,354330.5,89
Facility,1960,107000,100,629.2,0.1,287955.6,21.2
Facility,1931,55629,100,2.3,0.4,466479.9,61
Facility,1963,80000,100,1211.8,0,271249.4,15.5
Facility,1968,79720,100,206.8,0.3,354270.9,38.7
Facility,1951,208255,100,151.4,0.3,2029642.8,53.7
Multifamily,2007,45070,100,1827.1,0.9,453137.4,109.5
Multifamily,2008,54031,100,3818.4,0.6,452374.3,79.8
Multifamily,2006,58919,100,2235.9,0.4,754827.7,77.2
Multifamily,2011,104514,95,3649,0.2,1114186.1,54.1
Multifamily,2014,140000,50,6416.3,0.2,1896253.5,63.7
Multifamily,2013,117635,95,3509.9,0.2,1003241.9,48.7
Multifamily,1991,66800,90,5544.4,0.6,375188.3,72.5
Other,1918,43959,100,279.8,0,415248.5,30.7
Multifamily,2004,56900,90,2547.9,9393,563239.6,869265
Multifamily,2007,68938,100,3572.5,0.8,748899.4,117.4
Facility,1960,35617,100,180.8,0.4,140579.3,45.8
Multifamily,1930,149324,90,10358.3,0.7,858276.7,79.7
Facility,1900,172390,100,1422.8,0.4,939419,62.1
Facility,1959,70000,100,505.7,0.4,1396645.2,108.1
Facility,1970,80060,100,0,0.1,84264.9,8.1
Facility,1952,120000,100,249.1,0.2,609199.9,40.7
Facility,1967,72400,100,967.3,0,581675.9,25.3
Facility,1919,78719,30,97.2,0.1,468658,31.1
Facility,1958,97000,100,30151.3,0.9,479213.3,89.4
Facility,1948,81361,100,305.2,0.2,364596,37.9
Facility,1964,167272,100,328.3,0,239339.3,8.6
Facility,1964,99750,90,159.9,0.2,5393,17.1
Office,1931,125000,100,1853.7,0.3,198853.6,33.6
Facility,2011,54750,100,0.2,0.1,127256.8,16.3
Multifamily,1984,102700,100,6140.4,0.7,476345.5,76.2
Multifamily,1939,80000,80,5144.7,4,260949.4,371.2
Multifamily,1942,102000,100,5181.1,0.2,813619.1,46.1
Other,1932,90352,100,371.8,0.4,441498.5,49.8
Retail,1969,52370,100,1930.8,1.1,2204280.9,253.8
Multifamily,2009,53650,100,5125.2,0.5,207494.2,60.8
Multifamily,1998,64371,100,5457.5,0.7,382480.8,88.9
Multifamily,2007,117961,100,8057.4,0.4,392584.4,51.5
Multifamily,2010,78204,100,3454.8,0.4,366366.5,48.3
Multifamily,2009,51800,100,4116.5,0.7,322119,82.4
Multifamily,2004,78162,100,6131.4,0.7,518777.6,89
Facility,1950,154639,5,183.4,0.3,374846,33.9
Multifamily,2007,56547,100,4067,0.7,283278.6,80.5
Facility,1955,153000,100,260.5,0.3,480339.3,35
Multifamily,2006,97303,100,7264.9,0.7,632824.9,91.4
Other,1920,46000,100,4268.6,0.6,560307.5,84.5
Multifamily,2002,67638,100,3573.4,0.7,329370.7,80.4
Other,1920,67000,100,1806.5,0.3,301562.5,45.5
Multifamily,1919,57257,100,3256.9,1,619131.6,126.7
Multifamily,1992,74250,100,2250.9,0.3,150702.4,36.9
Multifamily,2008,57361,100,1947.2,0.2,310417.7,38.9
Multifamily,1990,71326,100,4287.6,0.5,278373.4,62.8
Multifamily,1988,107000,100,9542.2,0.6,462351.1,71.1
Multifamily,1924,56500,100,3,1,194699.8,103
Multifamily,1928,60153,100,6967.5,1.2,452290.3,135.3
Multifamily,1924,52630,100,8305.3,0.8,70414,74.4
Multifamily,1914,80000,100,5060.3,0.2,1376548.9,79.9
Facility,1960,49000,100,186.3,0.1,820780.1,64.1
Multifamily,2008,60357,100,3073.7,0.6,335684.1,76.9
Multifamily,2007,67000,100,3343,0.2,684788.9,50.9
Multifamily,2009,67200,100,2241.6,0.5,310172.2,60.4
Multifamily,1929,53550,100,4335.4,0.9,197188,93.6
Multifamily,2009,80436,95,6183.4,0.5,413187.2,70.1
Multifamily,1983,62838,100,7124.4,1.6,525128.1,185.9
Multifamily,2014,59670,100,2034.1,0.4,129823.6,44.7
Multifamily,2009,76091,95,6082.1,0.5,435083.7,71.5
Multifamily,2009,55479,100,2883.7,0.1,273625.8,22.9
Multifamily,2012,64496,100,4307.9,0.8,312358.7,90.2
Facility,1969,102980,100,0,0.4,1853567.4,66.2
Facility,2000,57441,100,357,0.1,189496.5,17.6
Facility,2008,42128,90,0.1,0.1,167323.8,21.9
Education,1969,58420,100,940.6,0.3,258511.8,43.5
Facility,2007,63000,100,53.8,0,0,7.8
Facility,1990,63000,100,498.9,0.4,273006.4,47.6
Multifamily,1988,123910,100,4691.7,0.9,1030383.1,106.8
Multifamily,1997,129651,100,6186.1,0.5,519052.9,64.3
Other,1977,51300,100,413.4,0.9,420414.6,112.1
Multifamily,1927,51780,100,7607.8,1.1,241336.8,115.6
Facility,2000,87435,100,20.7,0.1,169543.2,13.1
Facility,1927,52640,100,0.1,0.1,119236.4,14.7
Multifamily,2011,146487,100,8481.4,0.2,671822.2,38.4
Facility,2009,75886,100,4,0,347997.5,19.1
Multifamily,1975,50840,100,7128.6,0.6,689567.5,103.6
Multifamily,1972,1368029,100,39925.8,0.9,6790375.7,103.9
Multifamily,1996,130500,100,6102.6,1.2,2375599.6,176.8
Facility,1957,120000,100,259.6,0.4,215706.6,44.4
Facility,2007,89583,100,28.2,0.1,0,13.6
Multifamily,2013,86123,100,2148.4,0.3,384801.8,47
Facility,1963,112800,100,314.4,0.3,69343.1,30.6
Facility,2007,110896,90,182.8,0.1,111246.4,11.3
Facility,1960,66000,100,168.1,0.6,708659.9,92
Multifamily,1966,455900,100,87418.2,0.9,2524310.2,104.1
Facility,1971,77000,100,897.7,0.1,249430.3,19
Facility,1967,137332,100,363.4,0.1,236145.1,13.9
Multifamily,1995,100300,100,5971.7,0.6,602877.1,81.8
Multifamily,2013,40163,100,2657.8,0.5,342593.3,71
Retail,2001,128995,100,1643.5,0.3,4495323.2,151.7
Retail,2002,148939,100,2091,0.6,2581723,112
Multifamily,2011,58542,100,2406.5,0.4,423043.9,60.4
Multifamily,2013,48428,100,1896,0.4,458185.6,70.1
Education,2009,58700,100,508.5,0.4,832318.8,83.9
Multifamily,1959,61994,100,4089.2,0.5,1571860,129.9
Multifamily,1989,217474,100,17741.9,1.2,1467581.7,133.9
Multifamily,1989,247287,100,37343.2,1.2,1700682.8,139
Multifamily,2000,85127,100,16172.2,0.5,1043587,86
Facility,1962,70875,100,180,0.5,978839.9,85.5
Facility,1967,96500,100,369.5,0.1,3818.2,6.2
Facility,1962,68000,100,218.2,0.7,359077.5,81.1
Multifamily,1928,91632,100,4491.4,0.9,347415.3,95.1
Multifamily,1958,64381,100,7429.1,1,307772.5,113.7
Facility,2013,54900,70,49.9,0.1,130818.9,12.7
Multifamily,1929,61600,100,4389.9,0.6,376668.6,83.4
Multifamily,1929,68100,100,7208.7,0.6,306408.7,66.9
Multifamily,1929,61620,100,4620.8,0.8,247894.2,91.9
Multifamily,1931,65088,100,5784,0.5,288910.5,75.3
Multifamily,1931,61608,100,4382.5,0.5,273819.8,71.5
Multifamily,1952,79318,100,4767.3,0.4,305102.3,53.4
Multifamily,1928,65826,100,1217.5,0.6,211417.3,64.6
Multifamily,1961,64703,100,3837.4,0.7,269276.5,79.3
Multifamily,1930,73656,100,2049.3,0.8,608838.3,105.9
Multifamily,1961,79800,100,5994.8,0.7,359109,80.3
Multifamily,1961,80801,100,5844.6,0.6,476137.5,83.4
Multifamily,1928,51360,100,3952.2,1,182338.5,107.6
Multifamily,1964,59000,100,44108,0.7,270409,82.5
Multifamily,1963,55000,100,4968.2,0.9,368755.9,109.6
Facility,1979,88000,100,244.5,0,292986.6,11.5
Multifamily,1955,120650,100,14351.4,0.9,551432,105.1
Multifamily,1964,57712,100,159.6,1.1,307377.8,129.3
Multifamily,1959,172960,100,14918.1,0.1,872663.6,89.6
Multifamily,1955,85396,100,5572.7,0.8,467439.7,97.2
Multifamily,2014,102871,100,4959,0.5,699344.8,66.4
Multifamily,2013,90279,100,2940.6,0.5,502802.2,66.9
Multifamily,1941,69090,100,3694.6,1,239572.4,100.5
Multifamily,1956,127764,100,6085.4,0.8,651461.3,98.7
Multifamily,1928,79700,100,3833.6,0.7,269854.1,78.7
Multifamily,1963,124318,100,9510.7,0.7,579690.1,84.9
Multifamily,1963,112518,100,6957.5,0.9,416111.9,95.1
Multifamily,1965,115360,100,4305.8,0.6,339757.6,64.4
Multifamily,1938,90944,100,5130.3,1,375179.8,102.5
Multifamily,1949,66168,100,3492.1,0.7,262424.1,79.5
Multifamily,1926,76095,100,6942,0.7,213401,80.4
Multifamily,1928,53844,100,18512.5,0,337672.6,108.1
Multifamily,1929,80155,100,2390,0.4,309521.6,50.1
Multifamily,1956,114346,100,7973.5,0.7,496656.4,83.1
Multifamily,1957,119000,100,6042,0.6,475953,73.3
Multifamily,1957,121695,100,6560.4,0.6,1158999.9,90.7
Multifamily,1959,58231,100,2829.1,0.9,265718.9,99.6
Multifamily,1965,60435,100,4762.8,0.8,270031.2,89.5
Multifamily,1929,51900,100,9609,1.1,217934.6,117.4
Multifamily,1963,55000,100,1334.2,0.8,403009.4,97.1
Multifamily,1937,65602,100,4042.1,0.6,260669,71.5
Multifamily,1940,92180,100,3345.1,0.9,400467.8,103.2
Multifamily,1962,61950,100,4894.7,0.7,324754,82.8
Multifamily,1931,55065,100,7319.8,0.6,190788.8,70.3
Multifamily,1926,51480,100,8771.5,1,228805.5,110.1
Multifamily,1930,118674,100,4368.1,0.8,331875,81
Multifamily,1939,64069,100,2514.2,0.6,228931.1,67.9
Multifamily,1925,87000,100,7301,0.9,326855,93.9
Multifamily,1926,82448,100,4620.7,0.9,327818.4,94.2
Multifamily,1940,87319,100,6350,0.7,259528.3,79
Multifamily,1927,54000,100,4354,0.9,229157.5,102.4
Multifamily,1931,52000,100,42113.6,0.8,221482.4,87.8
Multifamily,1929,92007,100,9157.3,0.7,416989.5,79.3
Multifamily,1928,82540,100,6740.4,0.7,261198.7,78.9
Multifamily,1926,70790,100,4210.8,0.7,243692.3,78.5
Multifamily,1926,64165,100,3325.1,0.8,227153,83.3
Multifamily,1927,59145,100,3169.9,0.7,438849.3,89.1
Multifamily,1936,65984,100,5143.2,0.8,218738.7,85.2
Multifamily,1940,77638,100,1628,0.8,202215.2,78.5
Multifamily,1941,58800,100,3207.6,0.8,209333.8,89.2
Multifamily,1939,63576,100,246.1,0.7,172475,72.8
Multifamily,1963,58200,90,4988.8,0.1,305812,28.3
Multifamily,1940,66538,100,3073.7,0.9,216244,86.9
Multifamily,1931,75798,100,5015.7,0.7,416410.5,82.7
Multifamily,1963,84000,100,6380.1,0.8,339338.5,86.8
Multifamily,1941,101472,100,6673,0.7,330949.7,81.4
Multifamily,1927,158614,100,4557.2,0.5,359593.3,58.7
Multifamily,1964,148400,100,8301.9,1.5,689776.1,152.9
Multifamily,1915,55200,100,4518.2,0.6,242522.2,67.4
Multifamily,1930,50567,100,2451.4,0.6,287699.1,73.1
Multifamily,1931,69086,100,6507.3,1,236090.5,107
Multifamily,1926,62100,100,3781.4,0.6,159439.9,66.3
Multifamily,1931,76670,100,3950.6,0.8,246865.4,82.9
Multifamily,1941,108549,100,4906.3,0.7,363175.1,71.8
Multifamily,1928,67900,100,4326.7,0.6,241444.7,67
Multifamily,1924,137923,100,3242.7,0.3,476504.6,46.1
Multifamily,1927,74169,100,5007.7,0.7,272028.3,80.8
Multifamily,1940,116873,100,6922.3,0.8,389418,86
Multifamily,1931,69930,100,4846.2,0.8,222095.1,84.2
Multifamily,1938,97332,100,3995.3,0.7,296490.4,79.6
Multifamily,1927,79112,100,11202.3,0.7,221420.1,76.9
Multifamily,1937,67764,100,6030.8,0.5,256045,67
Multifamily,1962,112356,100,8408.9,0.6,575175.8,72
Multifamily,1931,76440,100,3316.9,0.6,254732,68.6
Multifamily,1931,132840,100,9256.8,0.5,337657.3,61.2
Multifamily,1928,62841,100,4287.8,0.8,311614,89.6
Multifamily,1937,66530,100,4299.5,0.6,242261.9,71.9
Multifamily,1931,77618,100,4921.4,0.6,213473.3,66.6
Multifamily,1922,69816,100,7937.7,0.6,235720.4,70.9
Multifamily,1929,70788,100,2341.2,0.6,219662.9,69
Multifamily,1957,102198,100,4945.4,0.6,310292.7,66.3
Multifamily,1927,65370,100,7051.7,1.5,254577.3,160.6
Multifamily,1927,65370,100,3570.4,1.2,326453,126.9
Multifamily,1944,67272,100,7884.6,0.9,267603.9,98.5
Multifamily,1925,87951,100,8218.2,0.7,314864.9,85.8
Multifamily,1941,99035,100,6986.4,0.7,402574.9,78.5
Multifamily,1931,134177,100,8681.8,0.6,406947.6,68.1
Multifamily,1931,58854,100,3678.1,0.8,208204.4,80.7
Multifamily,1937,85303,100,6320.9,0.7,289909.8,80.8
Multifamily,1929,68962,100,3478.4,0.5,185404,64.7
Multifamily,1935,77014,100,2660.8,0.6,230329.8,63.8
Multifamily,1937,52572,100,5746.1,0.6,237026.7,73.6
Multifamily,1937,128746,100,6755,0.6,441881.4,65.9
Multifamily,1937,67489,100,3609,0.5,233380.6,60.3
Multifamily,1930,52654,100,3896.8,0.8,232306.9,93.2
Multifamily,1927,71710,100,4532.7,0.9,299322.8,95.7
Multifamily,1931,60381,100,5071.5,0.8,202079.7,85.5
Multifamily,1931,57105,100,4551.1,0.8,213340.4,83
Multifamily,1929,100186,100,4756.4,0.8,345656.5,81.6
Multifamily,1935,63511,100,5258.2,0.8,226907.4,85.2
Multifamily,1927,139808,100,9918.3,0,505468.5,79.9
Multifamily,1962,144230,100,12726.6,0.8,870809,96.6
Multifamily,1926,75126,100,5423.6,0.7,249245.4,72.2
Multifamily,1924,57600,100,6315.2,0.8,286198.7,87.7
Multifamily,1962,65296,100,2969,0.5,235076.8,62.5
Multifamily,1937,77863,100,2592.2,0.6,188951.6,69.7
Multifamily,1937,75802,100,7894.2,1.1,306556.8,111.8
Multifamily,1937,106800,100,5033.6,1.1,426441.2,125
Multifamily,1929,88382,100,5697.2,0.7,299878.4,74.6
Multifamily,1939,61477,100,234.4,1,255094.6,106.1
Multifamily,1935,65444,100,5145.7,0.7,270705.9,81.9
Multifamily,1962,66700,100,1559.4,0.7,296747.7,79.4
Multifamily,1929,88585,100,5026.5,0.6,262860.7,66.5
Multifamily,1930,58945,100,10445.7,0.8,231203.2,85.9
Multifamily,1939,70566,100,5783,0.7,272903,73.1
Multifamily,1926,87549,100,10411.1,0.9,331246.3,94.6
Multifamily,1963,96752,100,8250.2,0.8,519463.5,92.2
Multifamily,1927,85200,100,823.9,0.7,538412.5,87.8
Multifamily,1923,103472,100,81717.7,1.6,352049.6,161.5
Multifamily,1926,67084,100,6392.1,0,276497.5,123.5
Multifamily,1939,129817,100,7551.6,0.6,422316.1,68.7
Office,2013,70222,100,2405.6,0.2,1196445.7,71.4
Multifamily,1932,84000,100,5435.3,0,415921.6,86.8
Multifamily,1988,72295,100,3879.8,0.1,277244.9,19.2
Multifamily,1928,56610,100,6328.1,0.8,312171,95.1
Multifamily,1961,158789,100,5124.2,0.5,610064.9,60.9
Multifamily,1939,106000,100,3130.6,0.6,326058.1,67.8
Multifamily,1939,65448,100,5613.1,0.7,228613.4,80.9
Multifamily,1930,67481,100,5279,0.9,249608.3,96.6
Multifamily,1930,62500,100,3929.5,0.6,243883.2,70
Multifamily,1931,67984,100,5586.4,0.6,203618.7,68.4
Multifamily,1940,67500,100,2171.7,0.5,216651.8,58.9
Multifamily,1926,129116,100,6267.5,0.5,471415.2,64.7
Multifamily,1924,82000,100,10824.1,0.6,312961.7,68.9
Multifamily,1929,70000,100,4442.8,0.4,248843.3,44.2
Multifamily,1940,64663,100,2996.4,1.2,221065,130.5
Multifamily,1923,62089,100,8403.6,0.9,288193.3,106.8
Multifamily,1921,91000,100,8263.1,0.4,341368.1,46.6
Multifamily,1935,63361,100,2067.2,0.6,144987.2,65.6
Facility,1919,98300,100,2515.8,0.1,439355,25.3
Retail,1932,187823,100,726,0.3,1712653.4,56
Multifamily,1964,56000,100,3292.2,0.8,231311.6,87.6
Multifamily,1924,66140,100,5135,0.9,225857.2,96.6
Multifamily,1924,60930,100,961,0.9,240705.6,100.4
Multifamily,1923,51396,100,7516.7,0.9,209273.2,104.3
Multifamily,1931,126500,100,7935.4,0.8,454388.8,85.9
Multifamily,1961,110377,100,3726,1.1,429834.5,124.6
Multifamily,1941,59640,100,2445.1,0.8,201527.3,83.8
Multifamily,1962,72534,100,2677.2,0.6,315684.8,73
Multifamily,1929,56067,100,5337.1,0.8,202956.2,89.2
Multifamily,1962,63566,100,3922.8,0.7,332088.4,91.6
Multifamily,1954,119106,100,4424.4,0.6,430189.8,68
Multifamily,1940,76446,100,3013.2,0,266911.6,59.1
Office,1932,68336,100,4104.8,0.8,294683.3,87.2
Multifamily,1940,58046,100,4441.7,0.7,248236.4,78.5
Multifamily,1953,93261,100,9320.8,0.8,381199.9,90.9
Multifamily,1964,60174,100,34729.3,0.7,367378.2,86.1
Multifamily,1964,57456,100,6644.2,0.6,322295.6,74.6
Multifamily,1959,71811,100,3294,0.6,198790.4,68.3
Multifamily,1951,103494,100,7915.6,0.7,494020.7,81.5
Multifamily,1961,61517,100,2323,1.3,331388.5,142.7
Multifamily,1931,60480,100,5718.5,0.8,254791.1,97
Multifamily,1975,122676,100,8564.4,0.4,1865599.8,87.7
Multifamily,1910,51611,100,3599.8,0.9,206553.9,95.3
Multifamily,1966,71713,100,2287.9,0.6,298978.3,70.9
Multifamily,1935,254700,100,8501.6,0.4,813256.4,54.9
Multifamily,1938,107175,100,3720.4,0.7,499206.1,83
Multifamily,1931,60318,100,8931.7,0.7,269554.5,85.2
Multifamily,1931,57350,100,1306.1,0.6,240499.6,68.6
Multifamily,1935,75900,100,4878.3,0.7,229614,74.4
Multifamily,1961,98955,100,3254.8,0,413229.8,72.9
Multifamily,1958,152405,100,5555.8,0.7,592152.4,77.6
Multifamily,1941,66513,100,2972,0.7,243337,80.2
Multifamily,1964,83790,100,3345.6,0.5,333070.6,68.1
Multifamily,1931,75221,100,6294.9,0.7,242144.7,75.1
Multifamily,1942,132088,100,6156,0.6,366480.7,68.6
Multifamily,1941,54590,100,3577.9,0.7,309289.6,85.6
Multifamily,1931,86588,100,815,0.5,295102.6,59.7
Multifamily,1931,61575,100,4729.2,0.6,328116,73.9
Multifamily,1959,59400,100,6235.7,0.9,35396.7,88.1
Multifamily,1931,78600,100,12468.6,1.2,244397.4,133.5
Multifamily,1933,86319,100,5636.9,0.7,308371.7,73.6
Multifamily,1931,89201,100,7388.5,0.8,343722.9,90.1
Multifamily,1931,68000,100,3337.1,0.6,242227.8,67.8
Multifamily,1955,100052,100,7369.1,0.8,400575.8,93.1
Multifamily,2007,74158,95,3395.8,0.2,612657.4,51.7
Multifamily,1964,114403,100,6115.3,1.4,416624.8,137.6
Multifamily,1931,88498,100,2728.9,0.5,266953.3,54.4
Multifamily,1940,100000,100,3247.8,0.6,287122.6,66.1
Multifamily,1941,118398,100,5124.2,1.2,407221.4,120.7
Multifamily,1931,78655,100,3029,0.6,189085.8,68.8
Multifamily,2007,58027,100,6085.9,0.3,724638.6,66.2
Multifamily,1960,69175,100,928.2,0.7,229083,75
Multifamily,1929,97884,100,0,0.6,260283.3,64.2
Multifamily,1938,65640,100,2244.2,0.6,370827.3,72.2
Multifamily,1963,162439,100,4824.9,1.3,632262.2,136.8
Multifamily,1937,65844,100,3084.6,0.5,217022.7,61.4
Multifamily,1939,99383,100,2497.7,0,280042.3,10.6
Multifamily,1936,169430,90,3000.4,0.3,1734119.3,65.9
Multifamily,1941,67500,100,2566.6,0.7,240289.6,85.1
Education,2004,65148,100,1389.1,0.4,1301948.6,105.8
Multifamily,1950,79050,100,3352.8,0.6,337877.5,71.8
Multifamily,1939,98603,100,4470.4,0.6,308197,70.1
Multifamily,1940,72400,100,3544.5,0,239733.6,95.8
Education,1958,89296,100,593.6,0.3,366979.1,42.6
Multifamily,1970,70178,100,2523.2,0.4,234047.8,59.1
Multifamily,1953,138634,100,5647.8,0.7,469830.3,79.8
Multifamily,1936,88946,100,4033.5,0.8,309446.7,88.5
Multifamily,1929,90900,100,6492.9,0.7,352544,80.5
Multifamily,1938,92816,100,4049.2,0.8,345562,85.3
Multifamily,1990,86081,100,2630.6,1,274668.3,112.2
Multifamily,1935,90300,100,7927.1,0.5,275164.8,62.1
Multifamily,2006,93258,100,3914.2,0.3,701017.2,55.7
Multifamily,1931,87500,100,2545.6,0.5,214458.7,51.8
Multifamily,1928,94050,100,7195.4,0,345556.8,13.9
Multifamily,1940,109994,100,3893.6,0.6,300487.5,68.1
Multifamily,1965,263232,100,10106.2,0.6,1387930.5,83
Multifamily,1951,146066,100,6582.6,0.8,587132.3,84.6
Multifamily,1939,51000,100,2146.8,0.8,201070.6,92.2
Multifamily,1927,62934,100,9255.8,0.8,221052.9,88.9
Multifamily,1963,110000,100,4086.6,0.7,485720.2,77
Multifamily,1938,52872,100,4507,0.7,352868.8,171.1
Multifamily,1963,61380,100,2472.3,0.6,267322.9,67.9
Multifamily,1963,68112,100,2597,0.7,239625.5,80.6
Multifamily,1940,51000,100,1955.4,0.6,151930.6,62.2
Multifamily,1927,84945,100,13974.4,0.7,231630.6,80.1
Multifamily,1961,80604,100,2899.8,0.7,370214.8,81.8
Multifamily,1930,89554,100,4071.6,1,278222.5,107.1
Multifamily,1941,132200,100,6738.9,0.6,443880.1,73.5
Multifamily,1941,109695,100,5276.7,0.7,318428,73.3
Multifamily,1929,51426,100,1737.4,0.8,156597,82.5
Multifamily,1968,111667,100,13856.2,1.2,1372603.9,151.4
Multifamily,1961,90000,100,5862.2,0.9,380768.5,95
Multifamily,1941,72800,100,5781,0.7,237930.7,80.3
Multifamily,1927,110957,100,7029.4,0.6,353744.4,63.7
Multifamily,1941,56100,100,4303.5,0.7,172725,74.9
Multifamily,1962,73026,100,3083.5,0.7,358114.1,79.6
Multifamily,1961,111861,100,8865.2,1,776291.6,117.1
Multifamily,1938,55000,100,5459.4,0.7,198135.1,82.4
Multifamily,1900,60000,100,1890.3,0.9,214235.6,93.6
Multifamily,1937,57600,100,6655.4,0.9,194381.6,96.9
Multifamily,1962,77160,100,6564.8,0.7,71683,66.2
Multifamily,1962,84840,100,3301.9,0.5,276157.1,61.3
Multifamily,1963,102550,100,5932.1,0.7,419263,80.8
Multifamily,1941,100800,100,2806.3,0.5,464191.7,139.6
Multifamily,1941,102990,100,7913.9,0.7,296463,79.5
