ptype,floora_plan,year,occ,site_EUI,n_site_gas,n_site_elec,water_use
Multifamily,80369,1975,100,76.4,1785.4,562074,2776.8
Multifamily,98881,1917,100,57.3,34205.4,732946,1755.7
Multifamily,135440,1950,100,109.6,2243.2,1112204.9,8956.2
Multifamily,224303,1940,100,61.5,100454.1,1398844.1,7087.8
Multifamily,128328,1929,100,64.2,71659.8,751225.9,2824.6
Hotel,130000,1926,100,176.9,35134.5,3002862.3,11810.7
Multifamily,221098,1948,100,71.5,119880.4,1014767.3,5649.4
Multifamily,185127,1982,100,26.8,22725,851692.5,2074.8
Multifamily,64680,1917,100,78,39617.7,468035.9,3289.9
Multifamily,47928,1936,85,56.7,26181.6,173460.5,1141.7
Multifamily,150518,1958,100,36.3,2717.7,1577704.8,7061.6
Multifamily,185425,1926,100,55.9,1078.2,1009545.6,4107.6
Office,219657,1947,100,64.1,2996.2,3294603.6,4748.8
Multifamily,330173,1963,100,58.7,4451.5,1878856.2,13294.5
Retail,849062,1886,100,91.6,10287.7,17316787.5,3414615.9
Multifamily,95603,1912,100,82.2,57160,782171.6,3871.4
Multifamily,57847,1957,100,75,33471.7,360084.7,1349.5
Multifamily,72307,1913,100,82.4,753.1,361493.2,2264.5
Multifamily,84968,1913,100,69.6,50771.2,395838.9,2021.2
Multifamily,104980,1960,100,75,57173.6,862615,4816
Multifamily,139972,1928,100,68.6,1570.4,1017328.4,4079
Multifamily,258636,1968,100,114.9,220800,2046545.2,11101.8
Multifamily,181000,1955,100,82.3,122626.6,1061246.9,4237.8
Multifamily,62497,2011,100,55.9,8150.3,890198.8,1630
Multifamily,105268,1929,100,104.3,65781.5,1655670.4,7201.4
Multifamily,72100,1913,100,69.4,900.7,440443,1401.1
Multifamily,135000,1906,100,61.7,57604.4,770259.9,3286.9
Multifamily,258325,1957,100,63,3135.4,1653793.3,10168.3
Multifamily,182031,1931,100,71.9,21015,972251.2,2421.8
Multifamily,43574,1905,100,94.3,1045.5,355608.9,1757.5
Multifamily,139626,1965,100,112.2,127388.7,1177297.6,5357.5
Multifamily,78153,1916,100,72.2,1865.3,373809.9,3407.4
Multifamily,66000,1924,100,77.1,543,386671.6,16249.3
Multifamily,57907,1924,100,65.4,656.8,272126.5,387.5
Multifamily,174242,1986,100,63.6,1360.2,2027613.7,24798.4
Multifamily,200954,1962,100,61.2,95390.3,1247527.2,9061
Multifamily,91493,1927,100,59.4,9521.4,177481.7,3256.4
Multifamily,106915,1926,100,73.8,800.2,762038.9,2536.4
Multifamily,137571,1914,100,66.7,65709.7,875364.6,4796.2
Multifamily,72890,1914,100,71.5,30049.8,721879.5,1538.7
Multifamily,63441,1923,100,86,580.9,496156.7,1554.5
Multifamily,100032,1923,100,86.4,917.7,475341.7,1891.4
Multifamily,134644,1940,100,55.6,54359.8,773187.7,3566.7
Multifamily,78000,1924,100,57.3,847.6,432170,2372.3
Multifamily,183314,1958,100,53.6,17603.8,1057236.3,9869
Multifamily,66000,1923,100,62.6,2809.7,370300.9,1798.3
Multifamily,70225,1923,100,71.3,1252,438422.3,2637.6
Multifamily,106480,1963,100,100.1,87812.1,680931.6,4153.7
Multifamily,166005,1961,100,69.8,82719,1137977.3,5525.9
Multifamily,55760,1923,100,76.6,37190.5,313583.1,2054.2
Multifamily,133557,1929,100,73.1,1954.4,773279.8,4552.6
Multifamily,145000,1962,100,62.7,1511.6,447646.3,5383.8
Office,43349,1915,100,54.5,261,360060.9,1971.9
Multifamily,140000,1961,100,92.1,73422.4,1656759.7,6126.5
Multifamily,61381,1920,100,77.8,27212.7,655766.7,1270.7
Multifamily,182015,1958,100,66.1,94070.6,983041.3,9835.4
Multifamily,202255,1959,100,68.1,104788.9,1179606.9,6776.6
Multifamily,65953,1999,100,76.1,25322,781175.3,3539.8
Multifamily,99200,1942,100,99.5,61430.3,1230921.5,3285.4
Multifamily,114300,1912,100,85,68026,986038.7,3337
Multifamily,72438,1942,100,70.3,41407.8,373617.1,2673.5
Multifamily,175590,1927,100,44.6,1494.8,1029524.1,4333.5
Multifamily,54683,1928,100,62,29286.2,238883.4,1007.6
Multifamily,55500,1927,100,101.7,920.7,254471.9,22627.1
Multifamily,111251,1917,100,67.6,1262.9,500762.3,2501.6
Multifamily,126160,2003,100,83.7,61468.2,1926416.4,3896.7
Multifamily,190995,1963,100,85.4,81819,1399478.9,6838.7
Multifamily,171111,1968,100,171.8,223985.5,2107832.5,12795.3
Hotel,98495,1963,100,86.5,561.4,865298.2,4527.9
Multifamily,265306,1920,100,112.5,6139.7,2392322.2,14736.6
Multifamily,259383,1961,100,63.3,6181.6,2090709.4,10769.7
Office,171933,1946,100,140.7,6377.4,4457914.3,3314
Multifamily,333724,1974,100,80.9,4801.5,2195485.6,14172.8
Multifamily,256474,1929,100,70,129575.6,1623937.5,12928.6
Multifamily,1016132,1962,100,94.1,702897.9,7428064.1,38173.4
Multifamily,320000,1980,100,61.6,91432.7,3253916.7,12336.1
Multifamily,87872,1929,100,54,1040,464242.1,2170.5
Multifamily,74947,1986,100,104.3,52737.9,867706.2,3327.3
Multifamily,483178,1976,100,66.5,6127.9,3044376.5,16422.2
Multifamily,52000,1929,100,65.9,23233,213353.9,1885.1
Multifamily,190000,1975,100,137.5,6919.4,4117207.6,10171.8
Multifamily,568500,1979,100,57,213431.2,3098448,20141.3
Multifamily,67655,1960,100,126307.4,373,495599.9,2877
Multifamily,134722,1930,100,61.8,2528.8,596299.9,4397
Multifamily,161540,1937,100,44.2,969.1,473548.6,2234.4
Multifamily,97677,1932,100,71.8,1605.7,521881,2589.8
Multifamily,75137,1929,100,70.4,1034.6,453196.5,1950.1
Multifamily,82199,1930,100,81.7,1615,437645.6,1779.2
Multifamily,134807,1963,100,81.3,78643,907637.9,4795
Multifamily,216576,1957,100,91.7,161908.5,1567001.4,13519.5
Multifamily,82065,1938,100,59.6,35444.2,380669.7,4595.3
Multifamily,81080,1959,100,105.1,4091.5,520455.4,4789.8
Multifamily,137150,1965,100,115.9,124978.3,933613.4,6727.2
Multifamily,83494,1961,100,79.7,2132.9,436993.8,3306.1
Multifamily,245550,1931,100,39.7,56969,1264502,9293.1
Entertainment,115000,1979,100,283.8,168865.9,4688412.1,13544.8
Multifamily,57000,2000,100,55.9,24496.3,268634.4,1982.3
Multifamily,105000,1986,100,91.6,78087.7,735492.7,4317
Multifamily,108828,1958,100,101,81345.7,1136154.6,4402.3
Office,59000,1930,100,69.7,30707.7,641071.2,3057.9
Multifamily,70992,1949,100,66.5,8420.1,306778.9,3595.1
Multifamily,174247,1930,100,96.8,98838.4,2083714.6,5368
Multifamily,97000,1996,100,98.4,70211.1,983314.7,3125.7
Multifamily,82384,1965,100,45.8,2338.4,414758.2,2678.8
Multifamily,154635,1962,100,89.1,107208.9,855708.8,6693.6
Multifamily,54872,1970,100,69.8,35575,314333.2,1876.9
Multifamily,154029,1964,100,100.6,120154.7,1008129.1,7192.3
Multifamily,61175,1964,100,81.9,360.7,378173,3682.7
Multifamily,334854,1931,100,22.2,7528.5,1898769.7,13531.5
Multifamily,140299,1928,100,63.6,78617.1,521618.6,4023.3
Multifamily,85195,1961,100,89.8,61421.6,532372.1,3744
Multifamily,56553,1940,100,35.3,10,575311.1,1841
Multifamily,323151,1961,100,71.7,6448.3,2158049.1,16492.3
Multifamily,60400,1940,100,96.8,40704.8,611568.1,1707
Multifamily,97072,1930,100,64.6,53475.8,440978,2697.5
Multifamily,71776,1988,100,68.8,35551.8,511719.1,1828.1
Multifamily,89814,1927,100,95.4,78252.6,423594.4,3189.7
Multifamily,118499,1975,100,40.3,13686.3,1078445.7,3966.2
Multifamily,175387,1961,100,67,85684.3,1332304.4,7319.6
Multifamily,50460,1960,100,78.6,659,78001.7,3787.8
Multifamily,349604,1987,100,59.7,4298.7,1800686.6,7705.6
Multifamily,154451,1961,100,67,74598.5,972515.4,8221.1
Multifamily,129616,1957,100,76.2,81561.2,703672.6,7282.3
Multifamily,188767,1987,100,91.5,1814.4,1359288.2,8871.9
Multifamily,405000,1960,100,80.4,248363.7,2605973.4,19868
Multifamily,66162,1938,100,79.9,1324.6,272920.3,2922.6
Multifamily,168729,2000,100,91,115759.5,1635066.2,7654.1
Multifamily,139000,1960,100,128.7,141546.1,1078836.9,6528.7
Multifamily,53662,1986,100,64.3,23474.8,361695.4,800.2
Multifamily,82608,1941,100,66.1,36750.1,624149.9,2485
Multifamily,307000,2001,100,99,217828.4,3219259.6,10578.7
Multifamily,268664,1999,100,76.3,18812,3937429.7,16436.2
General Medical,238000,2015,0,264.1,413840,6527297.3,9623.7
Multifamily,140912,1961,100,139.1,157132.2,853241.5,6902.1
Facility,193270,1963,100,28.2,20205.3,1083691.1,258.1
Facility,75833,1963,100,10.1,483.4,222319.7,20.9
Office,156000,1980,100,80.9,10434.2,4385162.2,4303.4
Education,68635,1928,100,132.6,1313.8,2571947.6,3077.2
Multifamily,52239,1985,100,96.5,41256,364970,1710
Multifamily,119000,1958,100,80.3,72378.1,643569.1,6080.7
Multifamily,280000,1958,100,85.7,207128,1681825.5,17027.4
Multifamily,493220,1956,100,64.4,261375,2213748.3,20048.6
Multifamily,234779,1920,100,23.3,10719.2,1238186.7,34958.4
Multifamily,156170,1920,100,41.7,6462.2,413952.5,9821.1
Multifamily,98964,1920,100,55.9,2074.5,247440.9,5807.9
Multifamily,145719,1920,100,323.4,402928.9,665772.5,8266.4
Multifamily,139687,1962,100,95.5,86124.9,1693866.4,6644.9
Multifamily,138500,2000,100,58.8,15896.3,1871539.3,4420.2
Multifamily,279903,2008,100,114.3,248238,2882302.1,7637.4
Multifamily,250461,1974,100,83.6,46.8,1601599.8,13197.8
Multifamily,388498,1966,100,57.2,74111.4,4775938.5,26555.1
Multifamily,377225,2007,100,58.4,119672,3470448.8,11152.7
Multifamily,236350,1962,100,111.2,208238.4,1571615,9733.8
Multifamily,57775,1938,100,100.9,53153.8,230897.9,1817.8
Multifamily,272614,1969,100,120.2,252306.8,2513337.2,15898.3
Multifamily,137820,1963,100,125.6,133755.2,829180.1,7345.1
Multifamily,299269,1959,100,66.8,136943.5,2075870.1,13384.6
General Medical,82200,1950,100,72.4,3957.4,1294602.1,6330.3
Multifamily,180615,1999,100,98.5,120240.2,1984797.5,13886.1
Multifamily,75294,1976,100,52,2719.7,131538.5,6288.6
Multifamily,173740,1964,100,39.1,27920.1,1156626.8,15252
Multifamily,62917,1962,100,83.3,46161.3,279424.4,2987.7
Multifamily,246000,1956,100,73.2,154843.9,1103944.3,7324.9
Multifamily,175694,1986,100,103.9,75336.2,1078654.6,8943.6
Multifamily,145080,1960,100,62.9,80293.7,753575.8,7999.2
Multifamily,112398,2005,100,100.8,70846.6,1225027.4,4159.2
Hotel,146262,1974,100,106.9,92453,2114190,5897
General Medical,211990,1988,100,69.1,1211.7,4303102.6,70643.4
Multifamily,167396,1964,100,151.5,208854.9,1346671.5,10148.8
Multifamily,56800,1960,100,11.8,947.4,165397.5,1995.8
Multifamily,86786,1964,100,121.9,84200.3,621822.3,4682.8
Multifamily,41043,1956,100,93.1,1445.9,267284.4,2713.2
Multifamily,292043,1986,100,150.2,3767.4,2819885.7,24268.3
Multifamily,89026,1911,100,256.1,267096,349314.9,7288.7
Multifamily,81922,1940,100,175,127980.6,561231.3,2234.4
Multifamily,73045,1929,100,59.1,29832.3,512031.8,2870.3
Multifamily,109419,1938,100,64.5,56027.4,429935.5,4454.6
Multifamily,49822,1955,100,78.7,2533.2,485787.7,3598.5
Multifamily,64058,1925,100,76,35682.1,371880.5,1942.7
Multifamily,50388,1981,100,57.7,6658.5,719755.9,2075.1
Multifamily,55200,1929,100,85.6,34392.4,442248,1765.9
Multifamily,106700,1911,100,73.7,3056.3,765695.8,3358.8
Multifamily,98307,1912,100,68.1,51778.5,562187.3,2859.8
Multifamily,73983,1925,100,83.4,654.9,422509.4,1484.1
Facility,150000,1954,100,64.8,54073.4,1424857.9,33570.6
Multifamily,100250,1925,100,67.7,23272.2,859795.6,1658.7
Multifamily,54696,1925,100,57.7,745.4,252251.6,1485.1
Multifamily,248545,1928,100,17.5,1758.3,1226759.8,4287.1
Multifamily,445059,1923,100,78.8,281914.5,2566447,19376.6
Multifamily,118237,1964,100,85.2,68585,883549.9,5516.9
Multifamily,100000,1957,100,99,90050.7,579112.2,3903.3
Multifamily,56571,1912,100,74.8,34784.8,328452.6,1670.5
Multifamily,80640,1917,100,64.1,45296.1,304139.1,2429.1
Multifamily,124960,1960,100,76.2,2054.1,704456.2,4009.6
Multifamily,91361,1930,100,89.1,1222.1,648070.4,2834.4
Multifamily,74198,1910,100,59.3,35649.8,327399.4,1941.9
Multifamily,155587,1925,100,65.2,82635,878958.8,3564.1
Multifamily,162304,1951,100,62.1,70940.3,808489.1,4646.8
Multifamily,96667,1924,100,79.3,66407.4,634747.4,3224.1
Multifamily,177000,1928,100,75.6,87543.3,1714244.9,5394.5
Multifamily,156729,1963,95,88.6,97856.4,922118.9,6455.9
Multifamily,215315,1928,100,58.5,101457.6,1069877.1,5382.5
Multifamily,194934,1930,100,71.5,120123.5,859253.4,5288
Multifamily,60035,1922,100,79.2,15579.2,310438.8,1392.1
Entertainment,125362,1959,100,276.7,3464.6,3847612.3,14101.8
Multifamily,171348,1929,100,60.7,76783.4,890613.8,4435.1
Multifamily,313271,1973,100,75.2,164771.6,2368520.7,12232.1
Multifamily,117340,1957,100,105.1,93328.4,1145998.6,5496.7
Multifamily,76114,1955,100,76.5,44837.8,350202.4,3186
Multifamily,243585,1955,100,65.9,121578.1,1596663.2,5371.3
Multifamily,133265,1927,100,74.6,1523.1,605831.9,2588.4
Multifamily,168296,1929,100,70,94761.6,1069847.4,5333.6
Education,65500,1929,100,163.9,156057.4,1759501.4,33570.6
Multifamily,103623,1927,100,73.4,59219.2,578443.8,2963
Multifamily,51475,1928,100,77,33709.8,257546.7,2009.3
Multifamily,142220,1927,100,53.6,54682.6,864407.2,4794.3
Multifamily,112138,1946,100,43.4,9921,604452.5,3013.2
Multifamily,174445,1940,100,61.1,88139.3,810706.5,4039.5
Entertainment,85000,1908,100,91.6,15317.9,1741359.8,5711.4
Other,178636,1926,100,9.6,1935.6,928010.2,3541.6
Multifamily,130331,1926,100,65.2,1753.2,626746,2715.4
Multifamily,194347,1926,100,66.4,103709.6,1030792.1,4748.6
Multifamily,166357,1925,100,65.7,83675.9,991791.2,3531.6
Multifamily,196577,1926,100,54.4,84908.3,891015.5,4204.4
Multifamily,51912,1899,100,73.1,34098.8,205659.6,1895.2
Multifamily,290169,1983,100,121.8,289677.9,2332205.4,11043
Multifamily,72954,1922,100,83.2,1041.4,336453.4,2378.4
Multifamily,131414,1928,100,55,61666.3,619677.9,2264.4
Multifamily,68992,1902,100,53.5,37630,78039.1,2147.5
Multifamily,246000,1930,100,65.3,132824.2,1147501.1,4443.4
Multifamily,126338,1930,100,66.7,70651.7,612090,3845
Multifamily,118423,1929,100,70.7,2581.1,510775.4,2991.5
Multifamily,116003,1929,100,76.3,2988.3,574808.7,4622.2
Multifamily,71897,1905,100,72.4,1714.4,493046.7,5395
Multifamily,170466,1923,100,59.7,83452.8,847683.5,3853.2
Multifamily,112528,1912,100,85.5,84798.6,605909.1,2998.7
Multifamily,94416,1928,100,61,46887.4,436252.7,3594.4
Multifamily,138875,1973,100,83.5,2931.5,752991.8,3651.9
Multifamily,121715,1927,100,72.5,54026.1,1098636.5,3898.7
Multifamily,52296,1925,100,76,9.3,303244.9,3094.3
Multifamily,80711,1930,100,73.8,734.8,499263.9,1690.1
Multifamily,51499,1922,100,72.8,30744,400867.4,2226.2
Multifamily,250097,1958,100,47.5,93266.2,1104790.6,6123.6
Multifamily,171359,1927,100,68.8,71933,1406920,4367
Multifamily,65721,1927,100,15.7,1114.9,263829.6,1362.3
Multifamily,74018,1915,100,71.6,661.4,460162.7,2209.6
Multifamily,129881,1983,100,83.2,78182,1299726.6,6202.7
Multifamily,139354,1911,100,73.9,86936.7,685895.9,3675.2
Multifamily,50000,1932,100,77.9,33875.7,211872.7,1534.3
Multifamily,104352,1961,100,106,80615.6,1561301.8,6134.5
Multifamily,147547,1929,100,72.8,86506.1,909614.8,3896.6
Multifamily,49045,1916,100,86.7,885.9,354228.1,2096
Multifamily,152113,1927,100,86.6,2857.7,1137248.9,2542.7
Multifamily,92925,1929,100,84.5,69815,442717.5,3559.9
Multifamily,153261,1964,100,174.8,218770.1,1148313,11543.1
Multifamily,51744,1924,100,77.3,680.7,324435.4,1922.5
Multifamily,133334,1915,100,79.2,985,641197.3,2326.4
Multifamily,65724,1981,100,85.7,42774.7,534610,2948.3
Multifamily,73495,1928,100,98.4,1050.9,373492.9,1766.9
Multifamily,54671,1917,100,71.6,839.5,232618.1,1649.5
Multifamily,80175,1927,100,52.5,1262.2,424302.2,2185.7
Multifamily,115974,1962,100,111.9,97024.3,1189198.6,5836.3
Multifamily,91244,1986,100,141.2,92116.1,1228789.4,7951.8
Multifamily,54440,1924,100,88,3968.7,263602.1,1852.2
Multifamily,357973,2009,100,59.7,16587.2,7383261.3,15161.2
Multifamily,64241,1939,100,76,45761.7,267816.9,1511.2
Multifamily,62459,1961,100,244.5,86576.7,732689,6379.4
Office,39847,1905,100,73.9,13,995181.5,0
Multifamily,128132,1963,100,142.2,2481.3,1085918.3,7270.3
Multifamily,139718,1922,100,68.2,80026.4,727210.7,3192.7
Multifamily,51000,1928,100,81.7,31192.9,391332.2,1752.9
Multifamily,156827,1926,100,51.2,58638,666102.3,4345
Multifamily,68413,1938,100,57.1,33756.4,291064.9,1963
Multifamily,64344,1936,100,96.3,8145.3,672396.4,4106.1
Education,85215,1929,100,56.8,8295.6,1195563.5,2739
Multifamily,155279,1923,100,54.1,65596.1,760283.8,4376.9
Multifamily,52848,1924,100,136.3,68591.9,268686.2,3002.7
Multifamily,76000,1980,100,66.7,37093.5,475469.3,4919.9
Multifamily,115769,1922,100,66.1,1865.4,582481.8,4951.1
Multifamily,54997,1924,100,53.7,15261.3,310863.4,3200.2
Multifamily,77520,1962,100,99.5,2760.5,895600.6,3959.4
Multifamily,225996,1927,100,42,108.2,1373577.8,19484.1
Multifamily,70056,1941,100,86.7,49606.9,426974.4,3594.4
Multifamily,65434,1924,100,69.4,1983,329132.5,1786.3
Multifamily,169874,2003,100,89.9,93552.3,2083631.7,5632.8
Multifamily,195000,1926,100,65,94835.3,1230002.4,6329.2
Multifamily,185943,1926,100,60.3,81584.6,1162439.4,4217.5
Multifamily,72080,1927,100,37.2,1169.4,286407.1,2850.4
Multifamily,85924,1929,100,48.2,6046,348792,4153.2
Multifamily,181500,1925,100,140.2,100285.9,4919430.1,3961
Multifamily,42475,1989,100,104.4,31949.4,680695.1,3202.6
Multifamily,77426,1928,100,60.7,39090.5,341596.8,3372.2
Multifamily,141668,1934,100,51.2,33508.3,511020.2,284.8
Multifamily,128837,1925,100,74.7,2533.8,642655.1,3691.6
Multifamily,231700,1961,100,70.6,14495.1,1217008.5,7313.7
Multifamily,218612,1980,100,81.2,134942.2,1554834.9,9493.5
Multifamily,64045,1928,100,87.2,2802.3,258091.7,2457.9
Multifamily,106600,1928,100,61.2,31045.8,552248,5498.2
Multifamily,104951,1971,100,95.9,73870.2,914767,4472.6
General Medical,177000,1967,95,103.5,3471.5,1106103.1,15456.1
Multifamily,94417,1938,100,75.1,60010.8,468034.4,2402.7
Multifamily,60988,1930,100,71.6,840,271053,1835
Multifamily,105921,1930,100,66.9,56389.9,643719.4,3952.7
Multifamily,310000,1957,100,72.7,158920.4,1826575.4,9304.3
Multifamily,94411,1967,100,76.7,2327.2,370214.2,4609.5
Multifamily,123524,1959,95,67,55007.3,713599.5,6416.7
Multifamily,171466,1963,100,71.1,105568.7,733182,6535.7
Multifamily,97646,1964,100,122.5,2318.1,836183.2,5489
Multifamily,132469,1961,100,140.2,152970.5,1118626.7,4082
Office,63500,1930,100,66.5,8251.4,1005959,470.5
Multifamily,81100,1986,100,89.2,49487.3,773515.8,4377.4
Multifamily,283580,2007,100,39.4,13807.1,3028952.4,9222.5
Multifamily,159552,1987,100,117.9,7315.8,2488925.5,8620.7
Multifamily,50590,1983,100,106.7,39658.8,516872.3,3586.9
Multifamily,104440,1989,100,54.9,35667.7,610013,5119.9
Multifamily,55448,1981,100,105.9,42920.9,662183,2309.2
Multifamily,176000,1966,100,61.2,76226.2,993260.1,5118.9
Multifamily,216136,1987,100,75.6,93216,2030353.2,8921.3
Multifamily,185671,1980,100,81.3,98420.6,1456238.1,8550.2
Multifamily,716813,1974,100,61.4,290076,5324160.6,32037.9
Multifamily,109913,1985,100,81.8,82470.3,438594.3,9369.4
Multifamily,576000,1986,100,58.3,270512.7,2963117.7,13762.5
Multifamily,442606,1985,100,37.9,6072.8,4391923.8,14064.1
Multifamily,302981,1985,100,106.8,254454.1,3297365.6,52648.1
Multifamily,946876,1985,100,106,751785.7,9670641.9,5499.7
Multifamily,129350,1929,95,52.9,53767.9,530296.8,3759.7
Multifamily,413760,1963,100,94.8,369103.9,1688405.9,21524.4
Multifamily,425743,1950,95,101.8,341234,3346673.5,24429.1
Multifamily,138238,1998,100,98.9,97137,2022702,8485.2
Multifamily,278650,1976,100,106,5603.8,2274132.6,10814.9
Multifamily,252400,1967,100,33.7,3560.7,329543.1,10790
Multifamily,61717,1920,100,63.9,36186.2,183658.4,2185.1
Multifamily,258742,1920,95,72,170081.6,1624955,12125.9
Multifamily,211727,1985,100,88.7,128121.1,2060514.2,9981.3
Multifamily,690703,1964,100,106.8,593983,4171117.5,36978
Multifamily,148185,1971,100,86.5,102504.4,918978.6,4495.8
Multifamily,139976,1972,100,82.8,100754.3,825516,6627.7
Multifamily,116390,1959,100,59.4,4480.6,484824.9,3248
Multifamily,212760,1989,100,107.5,167966.5,2160906.8,13656.4
Multifamily,73878,1929,100,42.8,20806.4,307437.6,4092.6
Multifamily,144235,2013,100,75,49021.1,2065176.9,5594.3
Multifamily,360300,1980,100,74.7,207255.1,2301899.5,12929.2
Multifamily,55500,1963,100,72.2,34772.4,231648.8,2007
Multifamily,350713,1974,100,43.1,68244.4,2509163.7,11048.7
General Medical,56964,1997,100,97.8,17127.2,1158686.6,987.7
Office,80000,1920,75,72.3,36670.1,761454.5,1821.9
Multifamily,97642,1989,100,119,86146.6,1068866.2,10086.7
Multifamily,162384,1962,100,76.8,107451.7,741153.2,5710.6
Multifamily,64198,1990,100,62.3,32331,306497.4,2771.5
Multifamily,295080,1956,100,95.6,7632,2801544.9,15085.9
Multifamily,140438,1961,100,73.4,3877.5,743032.4,4587.1
Multifamily,56064,1961,100,52.2,22391.5,255676.5,1872.4
Multifamily,208328,1964,100,80,8086,1362156.6,10860.9
Multifamily,180466,2005,100,109.4,132565.2,2349245.7,7285.5
Multifamily,257974,1996,100,102.9,186972.9,2482133,11174.8
Multifamily,115008,1956,100,76,2439.5,552628.5,4299
Multifamily,212923,1962,100,68.7,115198.8,1103484.9,9179.3
Multifamily,177586,1968,100,83.9,5809.2,1339708.1,9338.4
Multifamily,86000,1959,100,92.8,1738.4,443729,3022.2
Multifamily,116751,1929,100,79.4,82198.5,565611.6,3880.9
